2026-02-20T10:32:01 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=19.7345)
2026-02-20T10:32:55 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=46.8937)
2026-02-20T10:32:56 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=20.9992)
2026-02-20T10:32:56 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2713.4
2026-02-20T10:32:56 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2634.99
2026-02-20T10:32:56 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:56 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=46.918)
2026-02-20T10:32:57 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.4213)
2026-02-20T10:32:57 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2713.9
2026-02-20T10:32:57 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2635.34
2026-02-20T10:32:57 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:57 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.1979)
2026-02-20T10:32:58 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.8914)
2026-02-20T10:32:58 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2714.2
2026-02-20T10:32:58 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2636.23
2026-02-20T10:32:58 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:58 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=46.8735)
2026-02-20T10:32:59 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.6429)
2026-02-20T10:32:59 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2714.6
2026-02-20T10:32:59 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2636.65
2026-02-20T10:32:59 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:32:59 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.2993)
2026-02-20T10:33:00 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.6161)
2026-02-20T10:33:00 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2714.9
2026-02-20T10:33:00 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2636.85
2026-02-20T10:33:00 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:33:00 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.1399)
2026-02-20T10:33:01 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=22.0136)
2026-02-20T10:33:01 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2715.9
2026-02-20T10:33:01 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2637.22
2026-02-20T10:33:01 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:33:01 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.6214)
2026-02-20T10:33:02 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=22.2276)
2026-02-20T10:33:02 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2715.7
2026-02-20T10:33:02 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2637.64
2026-02-20T10:33:02 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:33:02 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.5924)
2026-02-20T10:33:03 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=22.4294)
2026-02-20T10:33:03 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2715.9
2026-02-20T10:33:03 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2638.46
2026-02-20T10:33:03 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:33:03 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.1833)
2026-02-20T10:33:04 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=22.3619)
2026-02-20T10:33:04 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2717.0
2026-02-20T10:33:04 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2639.43
2026-02-20T10:33:04 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:33:04 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.3341)
2026-02-20T10:33:05 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=22.1668)
2026-02-20T10:33:05 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2717.7
2026-02-20T10:33:05 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2639.87
2026-02-20T10:33:05 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:33:05 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.7268)
2026-02-20T10:33:06 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=21.8626)
2026-02-20T10:33:06 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2717.4
2026-02-20T10:33:06 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2640.33
2026-02-20T10:33:06 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:33:06 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=47.3504)
2026-02-20T10:33:07 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=22.2295)
2026-02-20T10:33:07 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2717.9
2026-02-20T10:33:07 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2641.05
2026-02-20T10:33:07 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:33:07 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=46.9884)
2026-02-20T10:33:08 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=22.6652)
2026-02-20T10:33:08 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2717.9
2026-02-20T10:33:08 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2641.68
2026-02-20T10:33:08 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:33:08 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=46.8155)
2026-02-20T10:34:54 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=26.5604)
2026-02-20T10:34:54 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2767.7
2026-02-20T10:34:54 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2703.95
2026-02-20T10:34:54 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:34:54 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=52.7075)
2026-02-20T10:34:55 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=26.4672)
2026-02-20T10:34:55 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2767.3
2026-02-20T10:34:55 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2704.54
2026-02-20T10:34:55 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:34:55 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=52.3332)
2026-02-20T10:34:56 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=26.4217)
2026-02-20T10:34:56 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2767.3
2026-02-20T10:34:56 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2705.17
2026-02-20T10:34:56 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:34:56 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=52.0308)
2026-02-20T10:34:57 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=26.2351)
2026-02-20T10:34:57 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2766.7
2026-02-20T10:34:57 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2706.05
2026-02-20T10:34:57 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:34:57 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=52.1696)
2026-02-20T10:34:58 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=26.333)
2026-02-20T10:34:58 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2767.4
2026-02-20T10:34:58 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2706.3
2026-02-20T10:34:58 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:34:58 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=52.0965)
2026-02-20T10:34:59 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=26.6674)
2026-02-20T10:34:59 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2765.8
2026-02-20T10:34:59 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2706.71
2026-02-20T10:34:59 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:34:59 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=51.7335)
2026-02-20T10:35:00 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=26.6552)
2026-02-20T10:35:00 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2766.8
2026-02-20T10:35:00 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2707.37
2026-02-20T10:35:00 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:35:00 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=51.7312)
2026-02-20T10:35:01 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=26.6518)
2026-02-20T10:35:01 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2768.4
2026-02-20T10:35:01 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2708.12
2026-02-20T10:35:01 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:35:01 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=52.2119)
2026-02-20T10:35:02 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=26.2936)
2026-02-20T10:35:02 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2766.9
2026-02-20T10:35:02 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2708.42
2026-02-20T10:35:02 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:35:02 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=51.8808)
2026-02-20T10:35:03 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=26.2985)
2026-02-20T10:35:03 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2766.8
2026-02-20T10:35:03 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2709.36
2026-02-20T10:35:03 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:35:03 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=52.165)
2026-02-20T10:35:04 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=26.2344)
2026-02-20T10:35:04 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2767.1
2026-02-20T10:35:04 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2709.79
2026-02-20T10:35:04 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:35:04 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=51.9778)
2026-02-20T10:35:05 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=25.8407)
2026-02-20T10:35:05 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2767.3
2026-02-20T10:35:05 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2710.73
2026-02-20T10:35:05 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:35:05 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=51.8581)
2026-02-20T10:35:06 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=25.4305)
2026-02-20T10:35:06 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2768.6
2026-02-20T10:35:06 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2711.5
2026-02-20T10:35:06 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:35:06 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=52.201)
2026-02-20T10:35:07 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=25.5662)
2026-02-20T10:35:07 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-02 | erro=Integridade Falhou: core_temp_c fora do domínio [-100, 200]: 2769.6
2026-02-20T10:35:07 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-03 | erro=Integridade Falhou: altitude_km deve ser positivo: -2711.9
2026-02-20T10:35:07 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-04 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=0.0)
2026-02-20T10:35:07 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-05 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=52.2208)
2026-02-20T10:35:08 | ERROR    | __main__ | Mensagem descartada | topic=curso/smartaqua/telemetry/SAT-AQUA-01 | erro=Integridade Falhou: ice_thickness_m reportado fora das regiões polares (lat=25.7514)
